cf_type,addr,target,bpu_hit_uc_hit,bpu_hit_uc_miss,mispred_uc_hit,mispred_uc_miss,misfetch_uc_hit,misfetch_uc_miss,btb_miss_uc_hit,btb_miss_uc_miss,other_recovery_uc_hit,other_recovery_uc_miss,recover_redirect_extra_fetch_latency
2,7f585b55a379,0,88,1808,0,0,0,0,0,0,0,0,0
3,7f585b55ab3f,7f585b553930,1,17,0,0,0,0,1,0,0,0,0
7,7f5863c7b707,7f585b46038a,0,30,0,0,0,0,0,0,0,0,0
2,7f585b55ab7e,0,0,18,0,0,0,0,0,18,0,0,36
3,7f585b55af33,7f585b56db60,12,664,0,0,0,0,0,1,0,0,2
2,7f585b55ab31,0,0,18,0,0,0,0,0,0,0,0,0
2,7f585b55ab71,0,0,18,0,0,0,0,0,0,0,0,0
7,7f5863c7bb48,7f585babaa7e,27,2286,0,0,0,0,0,0,0,0,0
2,7f585b572b34,0,444,6502,0,0,0,0,0,0,0,0,0
7,7f5863c7b714,7f585b46038a,1,195,0,0,0,0,0,0,0,0,0
2,7f585b55a320,0,1,1895,0,0,0,0,0,0,0,0,0
7,7f5863c7bb1d,7f585bab9480,16338,13714,0,0,0,0,0,0,0,0,0
4,7f585b553b65,7f585b55410c,0,21,0,0,0,0,0,2,0,0,4
2,7f585b55ab24,0,0,18,0,0,0,0,0,0,0,0,0
2,7f585b55ab64,0,0,18,0,0,0,0,0,0,0,0,0
3,7f585b55a39b,7f585bac0790,74,1762,0,0,0,0,0,1,0,0,2
2,7f585b55af9a,0,246,1668,0,0,0,0,0,0,0,0,0
2,7f585b572b98,0,1409,9061,0,0,0,0,0,0,0,0,0
2,7f585b55afdf,7f585b55aef3,226,3229,0,0,0,0,0,1,0,0,2
3,7f585b57afdd,7f585bacd070,4262,1730,0,0,0,0,0,1,0,0,2
2,7f585b55afd2,0,616,2839,0,0,0,0,0,0,0,0,0
3,7f585b55afcb,7f585b877280,694,2761,0,0,0,0,0,1,0,0,2
2,7f585b55a38b,7f585b55a391,91,1805,0,3,0,0,0,1,0,0,8
2,7f585b572bc8,7f585b572bce,2351,12285,23,47,0,0,0,1,0,0,96
7,7f585b5537cd,7f585b5548e4,0,156,0,0,0,0,0,0,0,0,0
7,7f585b5537c7,7f585b568649,110,1466,0,0,0,0,0,0,0,0,0
2,7f585b572b85,7f585b572cf0,1463,10790,8,61,0,0,0,1,0,0,124
3,7f585b57affb,7f585b568440,633,5359,0,0,0,0,1,0,0,0,0
2,7f585b55afb9,0,246,1650,0,0,0,0,0,0,0,0,0
2,7f585b572bf8,7f585b572c1c,0,18,0,0,0,0,0,1,0,0,2
4,7f585b5537bf,7f585b5537c2,148,1932,0,0,0,116,0,2,0,0,236
1,7f585b55afbf,7f585b559a31,206,1690,0,0,0,0,0,285,0,0,570
2,7f585b572bb1,7f585b572d20,237,8089,2,99,0,0,0,1,0,0,200
7,7f585b5537f6,7f585b5548e4,0,18,0,0,0,0,0,0,0,0,0
2,7f585b55afa9,7f585b559a70,246,1668,0,2,0,0,0,1,0,0,6
3,7f585b57afe8,7f585bacd070,4268,1724,0,0,0,0,0,1,0,0,2
2,7f585b572bed,0,0,18,0,0,0,0,0,0,0,0,0
2,7f585b55a3a2,7f585b559990,95,1741,0,0,0,0,0,1,0,0,2
2,7f585b572ba4,7f585b572d05,1086,9384,6,221,0,0,0,1,0,0,444
2,7f585b56dc12,0,0,295,0,0,0,0,0,0,0,0,0
3,7f585b56dc0b,7f585b54e020,0,295,0,0,0,0,0,1,0,0,2
1,7f585b465c04,7f585b4659d9,0,1949,0,0,0,0,0,7,0,0,14
2,7f585b56dc6d,7f585b56dd40,0,295,0,0,0,0,0,1,0,0,2
3,7f585b56dc66,7f585b877280,27,268,0,0,0,0,0,1,0,0,2
2,7f585b56d8df,0,19,1089,0,0,0,0,0,0,0,0,0
2,7f585b56dc90,7f585b56dca0,0,295,0,0,0,0,0,21,0,0,42
2,7f585b4658c3,7f585b4659f0,0,1980,0,5,0,0,0,19,0,0,48
2,7f585b56dc83,0,1,294,0,0,0,0,0,0,0,0,0
2,7f585b4658f8,7f585b465929,0,137,0,1,0,0,0,1,0,0,4
2,7f585b56d8fe,7f585b56d90d,7,1101,0,6,0,0,0,4,0,0,20
7,7f585b4648bd,7f585b46c6b3,38265,30715,0,0,0,0,0,0,0,0,0
2,7f585b4658fd,7f585b465940,0,1980,0,1,0,0,0,1,0,0,4
2,7f585b4658f3,7f585b4658fa,2,2115,0,17,0,0,0,1,0,0,36
1,7f585b465cb4,7f585b465bd6,1,1979,0,0,0,0,0,1,0,0,2
1,7f585b4658eb,7f585b465914,0,1980,0,0,0,0,0,293,0,0,586
2,7f585b465cab,0,0,1980,0,0,0,0,0,0,0,0,0
2,7f585b4658ae,7f585b465bfe,1,3928,0,4,0,0,0,1,0,0,10
2,7f585b56dcac,7f585b56dd4d,0,295,0,0,0,0,0,17,0,0,34
2,7f585b465ca1,0,0,1980,0,0,0,0,0,0,0,0,0
3,7f585b56dca5,7f585b54e020,48,247,0,0,0,0,0,1,0,0,2
2,7f585b56dd5f,7f585b56de38,7,270,0,1,0,0,0,1,0,0,4
1,7f585b565d5c,7f585b558aa8,289,58,0,0,0,0,0,1,0,0,2
3,7f585b56d912,7f585baccf80,528,580,0,0,0,0,1,0,0,0,0
2,7f585b56d952,7f585b56daa8,15,767,0,0,0,0,0,1,0,0,2
2,7f585b465957,0,0,1642,0,0,0,0,0,0,0,0,0
2,7f585b56dd56,7f585b56dd58,0,295,0,3,0,0,0,1,0,0,8
3,7f585b565d54,7f585b56b4f0,4,343,0,0,0,0,0,1,0,0,2
2,7f585b46594a,7f585b465a30,0,1980,0,10,0,0,0,180,0,0,380
3,7f585b56d940,7f585b52df20,52,730,0,0,0,0,0,1,0,0,2
2,7f585b56dd47,7f585b56dc73,4,291,0,0,0,0,0,1,0,0,2
1,7f585b46593b,7f585b46590e,0,5334,0,0,0,0,0,1,0,0,2
2,7f585b56dd7b,0,28,698,0,0,0,0,0,5,0,0,10
2,7f585b56d979,0,0,326,0,0,0,0,0,0,0,0,0
2,7f585b46597f,0,56,1586,0,0,0,0,0,0,0,0,0
2,7f585b465d7e,7f585b465b8c,3,1977,0,0,0,0,0,1,0,0,2
3,7f585b465973,7f585b464d90,1,1641,0,0,0,0,0,1225,0,0,2450
2,7f585b56d96d,0,0,326,0,0,0,0,0,0,0,0,0
2,7f585b56d923,7f585b56da70,2,1106,0,19,0,0,0,1,0,0,40
2,7f585b465961,0,0,1642,0,0,0,0,0,0,0,0,0
2,7f585b56d961,0,0,326,0,0,0,0,0,0,0,0,0
2,7f585b465927,7f585b4658f0,0,7314,0,80,0,0,0,1,0,0,162
3,7f585b56dd9c,7f585babb4c0,64,36,0,0,0,0,11,11,0,0,22
1,7f585b56ddd2,7f585b56dbbf,0,100,0,0,0,0,0,1,0,0,2
2,7f585b56d1d6,0,0,325,0,0,0,0,0,0,0,0,0
3,7f585b56d9d5,7f585baba940,105,221,0,0,0,0,0,1,0,0,2
2,7f585b56d1c9,0,0,325,0,0,0,0,0,0,0,0,0
2,7f585b465988,7f585b465a5f,6,1636,0,0,0,0,0,1,0,0,2
3,7f585b56d1cf,7f585babb840,160,165,0,0,0,0,0,1,0,0,2
1,7f585b465dc2,7f585b4659d9,0,338,0,0,0,0,0,128,0,0,256
3,7f585b56d1c2,7f585babb370,309,16,0,0,0,0,122,9,0,0,18
2,7f585b56d982,7f585b56d997,0,326,0,0,0,0,0,1,0,0,2
3,7f585b56d9c0,7f585baba970,40,286,0,0,0,0,0,1,0,0,2
2,7f585b56d186,0,49,4966,0,0,0,0,0,0,0,0,0
3,7f585b56ddc4,7f585babdbe0,14,86,0,0,0,0,0,1,0,0,2
3,7f585b56d9fa,7f585baba940,218,108,0,0,0,0,0,1,0,0,2
2,7f585b4659fc,7f585b465a98,0,338,0,0,0,0,0,1,0,0,2
7,7f585b56c5f3,7f585b577f56,0,60,0,0,0,0,0,0,0,0,0
2,7f585b56ddf5,0,0,90,0,0,0,0,0,0,0,0,0
2,7f585b56d1eb,7f585b56d1a3,0,325,0,0,0,0,0,51,0,0,102
3,7f585b56dde9,7f585babb4c0,28,62,0,0,0,0,1,2,0,0,4
3,7f585b56ddaf,7f585baba940,14,86,0,0,0,0,0,1,0,0,2
2,7f585b56dda3,0,0,100,0,0,0,0,0,0,0,0,0
2,7f585b56d1a1,7f585b56d1b8,28,4987,0,0,0,0,0,12,0,0,24
3,7f585b56d1e0,7f585b54df00,0,325,0,0,0,0,0,1,0,0,2
3,7f585b56d9e5,7f585b5688f0,111,215,0,0,0,0,0,1,0,0,2
2,7f585b56da1a,0,94,232,0,0,0,0,0,0,0,0,0
2,7f585b465a53,0,0,338,0,0,0,0,0,0,0,0,0
3,7f585b56de16,7f585babdbe0,0,90,0,0,0,0,0,1,0,0,2
2,7f585b56da4b,0,123,203,0,0,0,0,0,0,0,0,0
2,7f585b465a4a,0,0,338,0,0,0,0,0,0,0,0,0
3,7f585b56da0a,7f585b5688f0,224,102,0,0,0,0,0,1,0,0,2
2,7f585b465a41,0,0,338,0,0,0,0,0,0,0,0,0
3,7f585b56de01,7f585baba940,17,73,0,0,0,0,0,1,0,0,2
3,7f585b56da3e,7f585b5586b0,146,180,0,0,0,0,0,1,0,0,2
2,7f585b465a34,0,0,338,0,0,0,0,0,0,0,0,0
1,7f585b56de2c,7f585b56dbb2,0,90,0,0,0,0,0,1,0,0,2
7,7f585b46c623,7f585b46db8c,33782,35198,0,0,0,0,0,0,0,0,0
2,7f585b465a66,7f585b465fbc,0,1980,0,0,0,0,0,1,0,0,2
3,7f585b56da25,7f585b56b4f0,98,228,0,0,0,0,0,1,0,0,2
1,7f585b56da64,7f585b56daab,92,234,0,0,0,0,0,1,0,0,2
3,7f585b56ded5,7f585b56d890,4,273,0,0,0,0,0,1,0,0,2
3,7f585b56da94,7f585baccf80,218,108,0,0,0,0,0,1,0,0,2
7,7f585b464eca,7f585b465978,1,1641,0,0,0,0,0,0,0,0,0
3,7f585b56de8a,7f585b56d890,0,277,0,0,0,0,0,1,0,0,2
1,7f585b465ac9,7f585b4658dc,0,338,0,0,0,0,0,1,0,0,2
3,7f585b56da82,7f585baccf80,193,133,0,0,0,0,40,6,0,0,12
2,7f585b56d6c7,7f585b56d7d0,97,1799,0,0,0,0,0,4,0,0,8
2,7f585b56dab9,0,472,636,0,0,0,0,0,0,0,0,0
2,7f585b465ab1,0,0,338,0,0,0,0,0,1,0,0,2
3,7f585b56daf4,7f585b52df20,22,304,0,0,0,0,0,1,0,0,2
2,7f585b56daa2,7f585b56dad8,0,326,0,0,0,0,0,2,0,0,4
2,7f585b465aa6,0,0,338,0,0,0,0,0,0,0,0,0
2,7f585b54df5b,0,12,313,0,0,0,0,0,0,0,0,0
1,7f585b56db03,7f585b56d95b,0,326,0,0,0,0,0,1,0,0,2
1,7f585b54df3e,7f585b54df91,12,313,0,0,0,0,0,1,0,0,2
2,7f585b54df37,0,0,325,0,0,0,0,0,0,0,0,0
3,7f585b56df6b,7f585b56d890,11,266,0,0,0,0,0,1,0,0,2
2,7f585b54df61,7f585b54dfd8,12,313,0,0,0,0,0,1,0,0,2
3,7f585b56df20,7f585b56d890,4,273,0,0,0,0,0,1,0,0,2
2,7f585b54df27,0,0,325,0,0,0,0,0,0,0,0,0
2,7f585b56dbda,7f585b56dbe0,4,521,0,18,0,0,0,1,0,0,38
2,7f585b465bd9,7f585b465d7a,135,1845,0,0,0,0,0,1,0,0,2
2,7f585b46db98,7f585b46dbb0,35269,33711,0,0,0,0,0,1,0,0,2
1,7f585b465b9c,7f585b4659d9,0,1642,0,0,0,0,0,1,0,0,2
2,7f585b56df92,7f585b56dd68,0,168,0,4,0,0,0,2,0,0,12
2,7f585b465b90,7f585b465dad,3,1977,0,2,0,0,0,2,0,0,8
2,7f585b56df89,7f585b56dd68,1,276,0,5,0,0,0,1,0,0,12
2,7f585b56dbcd,7f585b56dbd3,40,686,0,19,0,0,0,1,0,0,40
1,7f585b465fc3,7f585b465c8d,0,1980,0,0,0,0,0,1,0,0,2
2,7f585b56df80,0,2,275,0,0,0,0,0,0,0,0,0
3,7f585b46db87,7f585b46c470,31115,37866,0,0,0,0,0,1,0,0,2
2,7f585b56dbb9,7f585b56dd98,27,699,0,14,0,0,0,1,0,0,30
7,7f585b56cff8,7f585b572c66,0,36,0,0,0,0,0,0,0,0,0
5,7f585b4647e1,7f585b372070,8,5927,0,0,0,0,0,1,0,0,2
3,7f585b56dfa0,7f585b553930,14,93,0,0,0,0,0,1,0,0,2
2,7f585b56dfa7,7f585b56dd68,1,106,0,1,0,0,0,1,0,0,4
2,7f585b54dfa6,7f585b54df40,12,313,0,0,0,0,0,164,0,0,328
2,7f585b56dba4,7f585b56dde0,20,706,0,16,0,0,0,1,0,0,34
1,7f585b46485a,7f585b4647a4,35736,33244,0,0,0,0,0,1,0,0,2
3,7f585b464852,7f585b463880,9358,59622,0,0,0,0,0,1,0,0,2
1,7f585b564451,7f585b558aa8,550,62,0,0,0,0,0,1,0,0,2
2,7f585b464849,0,28911,40069,0,0,0,0,0,2,0,0,4
3,7f585b564449,7f585b567390,65,547,0,0,0,0,0,1,0,0,2
3,7f585b56440d,7f585baba940,9,603,0,0,0,0,0,1,0,0,2
2,7f585b46404c,7f585b4638f0,125,55,0,0,0,0,1,0,0,0,0
2,7f585b464042,0,0,180,0,0,0,0,0,0,0,0,0
2,7f585b464807,7f585b4648b0,18999,49981,0,2,0,0,0,1,0,0,6
2,7f585b46483b,0,28911,40069,0,0,0,0,0,6,0,0,12
2,7f585b464038,0,0,180,0,0,0,0,0,0,0,0,0
2,7f585b46447f,7f585b4638f0,611,1,0,0,0,0,1,0,0,0,0
1,7f585b46487e,7f585b46482d,0,6,0,0,0,0,0,1,0,0,2
2,7f585b464831,0,34188,34792,0,0,0,0,0,1,0,0,2
3,7f585b564434,7f585b56b4f0,12,600,0,0,0,0,0,1,0,0,2
2,7f585b46482b,7f585b46482d,34189,34791,5,6,0,0,0,1,0,0,14
2,7f585b464867,0,0,6,0,0,0,0,0,0,0,0,0
3,7f585b564425,7f585b567390,188,424,0,0,0,0,0,1,0,0,2
2,7f585b4640d6,7f585b4638f0,47,266,0,0,0,0,0,1,0,0,2
2,7f585b4640cd,0,5,308,0,0,0,0,0,0,0,0,0
1,7f585b4640b9,7f585b4638f0,1087,356,0,0,0,0,0,1,0,0,2
2,7f585b46c4fe,7f585b46c7f8,27647,41333,35,35,0,0,0,1,0,0,72
2,7f585b46c4f2,7f585b46c4fc,39227,29753,0,2,0,0,0,1,0,0,6
2,7f585b46c4b5,7f585b46c6ab,39209,29771,0,2,0,0,0,1,0,0,6
2,7f585b464118,0,53,3763,0,0,0,0,0,0,0,0,0
2,7f585b464151,7f585b46446d,3,609,0,0,0,0,0,1,0,0,2
2,7f585b46c516,7f585b46c7f8,7039,7878,0,0,0,0,0,1,0,0,2
2,7f585b464148,0,29,583,0,0,0,0,0,0,0,0,0
2,7f585b56c57e,0,23,37,0,0,0,0,0,0,0,0,0
2,7f585b464133,0,10,602,0,0,0,0,0,0,0,0,0
3,7f585b56c577,7f585b553930,38,22,0,0,0,0,0,1,0,0,2
1,7f585b46412a,7f585b4638f0,2601,1215,0,0,0,0,1,0,0,0,0
2,7f585b464d98,0,1,1641,0,0,0,0,0,0,0,0,0
2,7f585b56c5de,0,19,41,0,0,0,0,0,0,0,0,0
7,7f585b56dd92,7f585b55af38,21,705,0,0,3,274,0,0,0,0,548
2,7f585b56c591,0,23,37,0,0,0,0,0,0,0,0,0
1,7f585b464196,7f585b4638f0,180,0,0,0,0,0,1,0,0,0,0
2,7f585b56c5c8,7f585b56c5f8,24,36,0,0,0,0,0,1,0,0,2
2,7f585b464dbf,7f585b464e58,5,1637,0,0,0,0,0,1,0,0,2
3,7f585b56c5be,7f585b553930,39,21,0,0,0,0,0,1,0,0,2
3,7f585b56c5fe,7f585bac5130,24,36,0,0,0,0,0,1,0,0,2
7,7f585b56d1b3,7f585b55915c,565,4450,0,0,0,0,0,0,0,0,0
3,7f585b56c5b1,7f585baccf80,54,6,0,0,0,0,0,1,0,0,2
2,7f585b464db7,0,1,1641,0,0,0,0,0,0,0,0,0
1,7f585b4641f4,7f585b4639f4,13313,18721,0,0,0,0,0,1,0,0,2
2,7f585b4641eb,0,11404,20630,0,0,0,0,0,3,0,0,6
7,7f585b4659ea,7f585b373bcf,8,3921,0,0,0,0,0,0,0,0,0
2,7f585b464da9,0,1,1641,0,0,0,0,0,0,0,0,0
2,7f585b464daf,0,1,1641,0,0,0,0,0,0,0,0,0
5,7f585b56d9a1,7f585b3a81f0,0,326,0,0,0,0,0,1,0,0,2
2,7f585b56c5a1,0,23,37,0,0,0,0,0,0,0,0,0
3,7f585b56c5a6,7f585baccf80,54,6,0,0,0,0,0,1,0,0,2
2,7f585b56c61a,0,26,34,0,0,0,0,0,0,0,0,0
2,7f585b46c60f,0,18441,50539,0,0,0,0,0,1,0,0,2
3,7f585b56c60e,7f585bac5130,50,10,0,0,0,0,0,1,0,0,2
2,7f585b56c639,7f585b56c5d0,19,41,0,0,0,0,0,8,0,0,16
2,7f585b464e61,7f585b464ec3,7,1635,0,0,0,0,0,1,0,0,2
2,7f585b5646dd,0,0,18,0,0,0,0,0,0,0,0,0
7,7f585b56dad0,7f585b56df70,9,1099,0,0,0,326,0,0,0,0,652
2,7f585b5646fb,7f585b56703b,0,18,0,0,0,0,0,1,0,0,2
2,7f585b5646f2,0,0,18,0,0,0,0,0,0,0,0,0
1,7f585b46c6b6,7f585b46c4e8,37197,31783,0,0,0,0,0,1,0,0,2
2,7f585b5646e9,0,0,18,0,0,0,0,0,0,0,0,0
3,7f585b46c6ae,7f585b464770,45817,23163,0,0,0,0,0,1,0,0,2
1,7f585b46431e,7f585b4638f0,1443,1053,0,0,0,0,1,0,0,0,0
2,7f585b56cf4b,7f585b56cfa8,0,36,0,1,0,0,0,1,0,0,4
1,7f585b46430d,7f585b4638f0,457,502,0,0,0,0,12,53,0,0,106
2,7f585b56cf46,0,0,36,0,0,0,0,0,0,0,0,0
3,7f585b5643db,7f585babb4c0,34,578,0,0,0,0,0,1,0,0,2
7,7f585b54dfdb,7f585b56d1e5,3,322,0,0,0,0,0,0,0,0,0
2,7f585b56cfda,0,0,36,0,0,0,0,0,0,0,0,0
7,7f585b56d7d2,7f585b55a33e,5,1891,0,0,0,0,0,0,0,0,0
2,7f585b4647d5,0,4,5931,0,0,0,0,0,0,0,0,0
1,7f585b464788,7f585b464819,34195,34785,0,0,0,0,0,1,0,0,2
2,7f585b4647cf,0,4,5931,0,0,0,0,0,0,0,0,0
3,7f585b56cfcf,7f585b5586b0,26,10,0,0,0,0,0,1,0,0,2
2,7f585b4647c0,7f585b4647c5,4,5931,0,0,0,0,0,1,0,0,2
1,7f585b46c7fb,7f585b46c601,18441,50539,0,0,0,0,0,1,0,0,2
7,7f585b46dbbb,7f585b3738e7,31021,37959,0,0,0,0,0,0,0,0,0
3,7f585b5643fb,7f585b567390,66,546,0,0,0,0,0,1,0,0,2
3,7f585b4643fa,7f585b470c80,293,5708,0,0,0,0,0,1,0,0,2
1,7f585b4643ff,7f585b463f2d,1442,4559,0,0,0,0,0,1,0,0,2
2,7f585b56cfbc,0,0,36,0,0,0,0,0,0,0,0,0
3,7f585b56cfb1,7f585b56b4f0,32,4,0,0,0,0,16,2,0,0,4
2,7f585b4647b6,0,53,5882,0,0,0,0,0,0,0,0,0
2,7f585b4647f6,0,23853,45127,0,0,0,0,0,2,0,0,4
2,7f585b56cfe9,7f585b56cfed,1,35,0,0,0,0,0,1,0,0,2
2,7f585b4647ae,7f585b4647e8,22224,46756,5,30,0,0,0,1,0,0,62
2,7f585b4647ec,0,23851,45129,0,0,0,0,0,0,0,0,0
2,7f585b5643e2,0,27,585,0,0,0,0,0,0,0,0,0
3,7f585b56cfe0,7f585baccf80,6,30,0,0,0,0,1,0,0,0,0
3,7f585b56f819,7f585b5586b0,254,40,0,0,0,0,0,1,0,0,2
2,7f585b54f019,0,0,18,0,0,0,0,0,0,0,0,0
2,7f585b56f851,7f585b56f855,17,277,0,0,0,0,0,1,0,0,2
3,7f585b56f848,7f585baccf80,281,13,0,0,0,0,0,1,0,0,2
2,7f585b56f802,7f585b56f809,0,294,0,0,0,0,0,2,0,0,4
3,7f585b54f007,7f585bacd070,12,6,0,0,0,0,12,6,0,0,12
1,7f585b567044,7f585b55daf4,0,18,0,0,0,0,0,1,0,0,2
2,7f585b56703e,0,0,18,0,0,0,0,0,1,0,0,2
1,7f585b56f86e,7f585b56f7b2,0,18,0,0,0,0,0,1,0,0,2
2,7f585b56f862,0,0,18,0,0,0,0,0,0,0,0,0
2,7f585b56f824,7f585b56f848,15,279,0,0,0,0,0,1,0,0,2
2,7f585b56f8d2,7f585b56f8f0,0,18,0,0,0,0,0,1,0,0,2
2,7f585b4cf897,7f585b4cf8b0,18,1090,0,0,0,0,0,62,0,0,124
2,7f585b56fcd5,0,0,294,0,0,0,0,0,0,0,0,0
3,7f585b56fcce,7f585b553930,27,267,0,0,0,0,0,1,0,0,2
7,7f585b54e08d,7f585b55b94d,2,864,0,0,0,0,0,0,0,0,0
2,7f585b56fcc6,0,1,293,0,0,0,0,0,0,0,0,0
2,7f585b567cfa,7f585b567e28,1415,2971,0,1,0,0,0,1,0,0,4
1,7f585b56f8f7,7f585b56f855,0,18,0,0,0,0,0,16,0,0,32
2,7f585b567cec,7f585b567d00,1045,10939,1,3,0,0,0,1,0,0,8
2,7f585b56fce5,7f585b56fd40,0,294,0,0,0,0,0,1,0,0,2
3,7f585b567d1f,7f585babb370,2567,3425,0,0,0,0,0,1,0,0,2
2,7f585b56f910,7f585b56f970,0,18,0,0,0,0,0,1,0,0,2
3,7f585b567d14,7f585bac0930,770,5222,0,0,0,0,0,1,0,0,2
2,7f585b56f90b,0,0,18,0,0,0,0,0,0,0,0,0
2,7f585b567d43,7f585b567ea0,672,3250,0,0,0,0,0,1,0,0,2
3,7f585b56fd47,7f585b56b4f0,14,280,0,0,0,0,0,1,0,0,2
2,7f585b567d04,7f585b567e68,766,11218,1,7,0,0,0,1,0,0,16
3,7f585b4cf944,7f585b550980,0,1108,0,0,0,0,0,1,0,0,2
2,7f585b56fd7a,7f585b56fd7e,3,291,0,0,0,0,0,1,0,0,2
3,7f585b56f97c,7f585b56b4f0,16,2,0,0,0,0,0,1,0,0,2
3,7f585b56fd71,7f585baccf80,90,204,0,0,0,0,0,1,0,0,2
2,7f585b567d35,0,16,3906,0,0,0,0,0,0,0,0,0
2,7f585b56fd6f,0,4,290,0,0,0,0,0,0,0,0,0
2,7f585b4cf963,0,63,1045,0,0,0,0,0,0,0,0,0
2,7f585b567d26,7f585b567e68,1127,4865,3,12,0,0,0,1,0,0,26
3,7f585b56fd64,7f585b5586b0,24,270,0,0,0,0,0,1,0,0,2
2,7f585b56f9d9,7f585b56f9dd,0,18,0,0,0,0,0,3,0,0,6
3,7f585b56f99e,7f585b5586b0,0,18,0,0,0,0,0,1,0,0,2
3,7f585b56f9d0,7f585baccf80,2,16,0,0,0,0,2,14,0,0,28
3,7f585b4cf994,7f585b5508f0,15,1093,0,0,0,0,0,1,0,0,2
2,7f585b54f1cb,7f585b54f1db,0,18,0,0,0,0,0,1,0,0,2
2,7f585b56f987,0,0,18,0,0,0,0,0,0,0,0,0
2,7f585b4cf9b3,0,148,960,0,0,0,0,0,1,0,0,2
2,7f585b56f9a9,7f585b56f9d0,0,18,0,0,0,0,0,1,0,0,2
2,7f585b567e4d,7f585b567d00,689,3697,0,0,0,0,0,1,0,0,2
2,7f585b567e40,0,1261,3125,0,0,0,0,0,0,0,0,0
2,7f585b56f631,7f585b56f718,0,806,0,0,0,0,0,41,0,0,82
2,7f585b567e30,0,1415,2971,0,0,0,0,0,1,0,0,2
2,7f585b56f627,0,0,806,0,0,0,0,0,0,0,0,0
2,7f585b56fed4,7f585b570340,1,587,0,0,0,0,0,1,0,0,2
7,7f585b4662bb,7f585b373d2b,0,3929,0,0,0,0,0,0,0,0,0
2,7f585b56fef2,0,1,569,0,0,0,0,0,0,0,0,0
2,7f585b56faf4,0,0,18,0,0,0,0,0,0,0,0,0
2,7f585b56faeb,7f585b56fb28,1,311,0,2,0,0,0,1,0,0,6
2,7f585b567eaa,7f585b568038,54,3868,0,0,0,0,0,1,0,0,2
2,7f585b56fee9,0,1,569,0,0,0,0,0,0,0,0,0
2,7f585b56fee0,0,1,569,0,0,0,0,0,0,0,0,0
2,7f585b56fae7,0,2,310,0,0,0,0,0,0,0,0,0
3,7f585b56ff5b,7f585babb4c0,1,17,0,0,0,0,0,1,0,0,2
3,7f585b56fb59,7f585baccf80,37,257,0,0,0,0,0,1,0,0,2
3,7f585b56ff18,7f585babb370,7,29,0,0,0,0,1,0,0,0,0
2,7f585b56ff1f,7f585b56ff58,0,36,0,0,0,0,0,1,0,0,2
2,7f585b56fb57,0,0,294,0,0,0,0,0,0,0,0,0
3,7f585b56ff08,7f585b553930,303,285,0,0,0,0,0,1,0,0,2
2,7f585b56ff0f,7f585b5703c8,2,586,0,1,0,0,0,34,0,0,70
3,7f585b56fb4c,7f585b5586b0,271,23,0,0,0,0,0,1,0,0,2
2,7f585b56fb00,0,0,18,0,0,0,0,0,0,0,0,0
2,7f585b56fb05,7f585b56fbb0,0,18,0,0,0,0,0,1,0,0,2
2,7f585b56ff7b,7f585b56ff9e,0,18,0,0,0,0,0,1,0,0,2
2,7f585b56fb3a,0,1,293,0,0,0,0,0,0,0,0,0
2,7f585b56ff32,7f585b5700a8,0,18,0,0,0,0,0,2,0,0,4
7,7f585b54ef6a,7f585b577c6b,0,30,0,0,0,0,0,0,0,0,0
3,7f585b56fb2f,7f585b56b4f0,80,214,0,0,0,0,0,1,0,0,2
2,7f585b56fb62,7f585b56fb66,0,294,0,0,0,0,0,1,0,0,2
2,7f585b56ff62,7f585b56ff70,0,18,0,0,0,0,0,1,0,0,2
2,7f585b56ff25,0,0,18,0,0,0,0,0,0,0,0,0
2,7f585b56f799,0,0,18,0,0,0,0,0,0,0,0,0
3,7f585b56ffd8,7f585b56b4f0,16,2,0,0,0,0,4,1,0,0,2
2,7f585b56f790,7f585b56f7f0,0,312,0,1,0,0,0,1,0,0,4
4,7f585b54ef96,7f585b54efa0,1,29,0,0,0,0,0,1,0,0,2
3,7f585b5673cb,7f585babdbe0,3838,5029,0,0,0,0,0,1,0,0,2
3,7f585b56ffc8,7f585b56b4f0,16,2,0,0,0,0,0,1,0,0,2
2,7f585b56f7c7,7f585b56f8d0,0,18,0,0,0,0,0,1,0,0,2
2,7f585b56fbba,7f585b56fb66,0,18,0,0,0,0,0,1,0,0,2
2,7f585b56f7be,0,0,18,0,0,0,0,0,0,0,0,0
3,7f585b56fffd,7f585b5688f0,0,18,0,0,0,0,0,2,0,0,4
2,7f585b56ffb2,7f585b5701a0,0,18,0,0,0,0,0,1,0,0,2
2,7f585b5673b1,7f585b5673c0,941,9552,1,10,0,0,0,1,0,0,22
3,7f585b56f7f7,7f585b56b4f0,255,39,0,0,0,0,0,1,0,0,2
3,7f585b5673a9,7f585b5586b0,3561,6931,0,0,0,0,0,1,0,0,2
2,7f585b56ffa8,0,0,18,0,0,0,0,0,1,0,0,2
3,7f585b56ffe8,7f585b56b4f0,16,2,0,0,0,0,0,1,0,0,2
2,7f585b56ffa2,0,0,18,0,0,0,0,0,0,0,0,0
2,7f585b56f7a2,7f585b56f860,0,18,0,0,0,0,0,1,0,0,2
7,7f585b56f85a,7f585b570826,17,295,0,0,0,0,0,0,0,0,0
2,7f585b54e05d,7f585b54e086,12,510,0,0,0,0,0,1,0,0,2
