cf_type,addr,target,bpu_hit_uc_hit,bpu_hit_uc_miss,mispred_uc_hit,mispred_uc_miss,misfetch_uc_hit,misfetch_uc_miss,btb_miss_uc_hit,btb_miss_uc_miss,other_recovery_uc_hit,other_recovery_uc_miss,recover_redirect_extra_fetch_latency
2,7f585b379d80,7f585b379d60,0,4179,0,0,0,0,0,1,0,0,2
2,7f585b379ee9,7f585b379f25,0,1393,0,0,0,0,0,1,0,0,2
2,7f585b379b14,0,0,276,0,0,0,0,0,0,0,0,0
2,7f585b379f47,7f585b37a298,0,1393,0,0,0,0,0,1,0,0,2
7,7f585b3f0731,7f585b557e29,37,474,0,0,0,0,0,0,0,0,0
2,7f585b379f37,0,0,1393,0,0,0,0,0,0,0,0,0
2,7f585b379f2a,0,0,1393,0,0,0,0,0,0,0,0,0
2,7f585b379b9b,7f585b379c08,0,1393,0,0,0,0,0,1,0,0,2
7,7f585b3f0b9d,7f585b553cca,260,2096,0,0,0,0,0,0,0,0,0
7,7f585b379c95,7f585b391c3a,0,1393,0,0,0,0,0,0,0,0,0
7,7f585b3798ef,7f585b3de0fb,32,5753,0,0,2,5,0,0,0,0,10
2,7f585b3f0ad0,0,2,2354,0,0,0,0,0,0,0,0,0
3,7f585b3f0ac8,7f585bac6360,10,2346,0,0,0,0,0,1,0,0,2
2,7f585b3f0aee,7f585b3f0b20,3,2353,0,0,0,0,0,1,0,0,2
2,7f585b3f0718,0,20,491,0,0,0,0,0,1,0,0,2
7,7f585b379b16,7f585b55b95b,0,276,0,0,0,0,0,0,0,0,0
2,7f585b3f070a,7f585b3f0710,20,491,0,0,0,0,0,1,0,0,2
2,7f585b3f0722,0,20,491,0,0,0,0,0,1,0,0,2
3,7f585b3f0726,7f585b3edaa0,57,454,0,0,0,0,0,1,0,0,2
3,7f585b3f0b8b,7f585b3edaa0,217,2139,0,0,0,0,0,1,0,0,2
1,7f585b3d3c59,7f585b3d3a10,0,959,0,0,0,0,0,1,0,0,2
1,7f585b3d3c40,7f585b3d3a10,0,3816,0,0,0,0,0,1,0,0,2
2,7f585b3d3404,7f585b3d34b8,5161,9333,0,0,0,0,0,1,0,0,2
1,7f585b3d3c72,7f585b3d3a10,0,2496,0,0,0,0,0,1,0,0,2
2,7f585b3d382b,7f585b3d3844,60,6476,1,29,0,0,0,1,0,0,60
1,7f585b3d3820,7f585b3d395d,215,8816,0,0,0,0,0,1,0,0,2
1,7f585b3d3c27,7f585b3d3a10,0,507,0,0,0,0,0,1,0,0,2
3,7f585b3d34d3,7f585b3cb7b0,3844,5188,0,0,0,0,0,1,0,0,2
3,7f585b3d38d7,7f585b39f350,743,8288,0,0,0,0,0,1,0,0,2
3,7f585b3d3889,7f585b39f350,739,8292,0,0,0,0,0,1,0,0,2
7,7f585b372088,7f585b4647e3,27,5908,0,0,0,0,0,0,0,0,0
1,7f585b3d308e,7f585b3d2705,52,483,0,0,0,0,0,1,0,0,2
1,7f585b3d34c3,7f585b3d3395,1211,28123,0,0,0,0,0,1,0,0,2
3,7f585b3d3083,7f585b3cb7b0,336,199,0,0,0,0,0,1,0,0,2
2,7f585b3738c0,0,28627,40354,0,0,0,0,0,1,0,0,2
2,7f585b3d34fb,7f585b3d34b8,1668,7364,2,2,0,0,0,1,0,0,6
3,7f585b3d34be,7f585b3d2630,4539,24796,0,0,0,0,0,1,0,0,2
1,7f585b3d3cbd,7f585b3d3a10,0,642,0,0,0,0,0,95,0,0,190
2,7f585b373cf0,7f585b373d02,0,3929,0,1,0,0,0,1,0,0,4
2,7f585b3738f6,7f585b373920,15045,53935,6,33,0,0,0,1,0,0,68
2,7f585b3d34eb,0,443,8589,0,0,0,0,0,0,0,0,0
3,7f585b3738e2,7f585b46db70,43995,24986,0,0,0,0,0,1,0,0,2
2,7f585b3d395b,7f585b3d39b0,1613,7418,0,0,0,0,1,0,0,0,0
2,7f585b37395c,0,15936,53044,0,0,0,0,0,5,0,0,10
3,7f585b3d3514,7f585b3cb7b0,5358,9137,0,0,0,0,1,0,0,0,0
3,7f585b373d4a,7f585b4685a0,38,3891,0,0,0,0,0,2,0,0,4
3,7f585b373d09,7f585b45ec80,2,3927,0,0,0,0,0,1,0,0,2
2,7f585b37394d,0,15933,53047,0,0,0,0,0,1,0,0,2
2,7f585b3d350c,0,2752,11743,0,0,0,0,0,2,0,0,4
2,7f585b373944,0,15912,53068,0,0,0,0,0,0,0,0,0
2,7f585b3d3504,0,2752,11743,0,0,0,0,0,0,0,0,0
2,7f585b3dbd33,7f585b3dbed3,3,310,0,0,0,0,0,1,0,0,2
2,7f585b3d3530,7f585b3d34fd,2560,6040,0,0,0,0,0,1,0,0,2
2,7f585b373934,7f585b37393d,30789,38191,5,0,0,0,0,1,0,0,2
2,7f585b3d3969,7f585b3d3828,6,9025,0,323,0,0,0,86,0,0,818
3,7f585b3d392f,7f585b398fc0,8,9023,0,0,0,0,0,1,0,0,2
2,7f585b3db12c,7f585b3daa48,0,50,0,0,0,0,0,1,0,0,2
2,7f585b3dbd23,0,3,310,0,0,0,0,0,0,0,0,0
3,7f585b373d26,7f585b466020,0,3929,0,0,0,0,0,1,0,0,2
1,7f585b3d3524,7f585b3d33fa,6071,8423,0,0,0,0,0,1,0,0,2
2,7f585b3d39da,0,27,19740,0,0,0,0,0,0,0,0,0
2,7f585b3db198,7f585b3dacfe,0,247,0,0,0,0,0,1,0,0,2
2,7f585b3dbddd,7f585b3dbe20,0,313,0,0,0,0,0,1,0,0,2
2,7f585b373d90,7f585b373f48,1,3928,0,0,0,0,0,1,0,0,2
3,7f585b3dbdd6,7f585b3cbb90,1,312,0,0,0,0,0,1,0,0,2
3,7f585b3d3dd6,7f585b3cb7b0,12,168,0,0,0,0,1,0,0,0,0
2,7f585b3dbdcd,7f585b3dbf98,0,313,0,0,0,0,0,1,0,0,2
2,7f585b3dbdc6,0,0,313,0,0,0,0,0,0,0,0,0
1,7f585b3d3986,7f585b3d3844,164,2331,0,0,0,0,0,1,0,0,2
1,7f585b3d3d85,7f585b3d3a10,0,612,0,0,0,0,0,1,0,0,2
1,7f585b3d3de4,7f585b3d3667,0,180,0,0,0,0,0,1,0,0,2
3,7f585b3d3e5f,7f585b391f80,0,2496,0,0,0,0,0,1,0,0,2
1,7f585b373e56,7f585b373931,1415,2514,0,0,0,0,0,1,0,0,2
3,7f585b3d3e54,7f585b38d8e0,690,1806,0,0,0,0,0,1,0,0,2
2,7f585b3d3a48,7f585b3d3e88,129,8903,0,0,0,0,0,1,0,0,2
2,7f585b373e46,0,14,3915,0,0,0,0,0,0,0,0,0
2,7f585b3d3646,7f585b3d3655,2410,17359,0,0,0,0,0,1,0,0,2
1,7f585b3d3e7f,7f585b3d379d,12,2484,0,0,0,0,0,1,0,0,2
3,7f585b373e30,7f585baba690,92,3837,0,0,0,0,0,1,0,0,2
3,7f585b3d3e28,7f585b39f350,351,2145,0,0,0,0,0,1,0,0,2
2,7f585b3dbe2e,0,0,313,0,0,0,0,0,0,0,0,0
2,7f585b3d3661,7f585b3d3dcd,2294,17475,0,0,0,0,0,1,0,0,2
3,7f585b3d3a20,7f585b3cb9e0,2167,6865,0,0,0,0,1,0,0,0,0
1,7f585b3d3e98,7f585b3d36f6,129,8903,0,0,0,0,0,1,0,0,2
3,7f585b3dbed6,7f585b3cb9e0,99,214,0,0,0,0,1,0,0,0,0
3,7f585b3d368b,7f585b3d3320,9519,10250,0,0,0,0,0,1,0,0,2
4,7f585b3d268b,7f585b3d26b0,12206,17129,0,0,0,3,0,1,0,0,8
2,7f585b3d36cc,7f585b3d37f0,2191,26608,0,8,0,0,0,1,0,0,18
2,7f585b3dbefb,7f585b3dbfda,0,313,0,0,0,0,0,1,0,0,2
2,7f585b3d36ff,7f585b3d3df0,190,8842,0,5,0,0,0,1,0,0,12
2,7f585b3d36bc,0,2327,26472,0,0,0,0,0,0,0,0,0
2,7f585b373eb4,7f585b373e20,3,3926,0,0,0,0,0,1,0,0,2
7,7f585b3d26ea,7f585b3d34c3,6416,22918,0,0,3256,9084,0,0,0,0,18168
2,7f585b3d36a8,0,777,18991,0,0,0,0,0,0,0,0,0
2,7f585b3dbeef,0,0,313,0,0,0,0,0,0,0,0,0
2,7f585b3d3eee,7f585b3d3efd,8179,11590,0,0,0,0,0,1,0,0,2
3,7f585b3dbee1,7f585b3d43f0,5,308,0,0,0,0,0,1,0,0,2
2,7f585b3d335f,7f585b3d34d0,9786,19550,0,16,0,0,0,1,0,0,34
3,7f585b3db35d,7f585b391c10,0,1393,0,0,0,0,0,1,0,0,2
2,7f585b3d3f1c,0,403,19364,0,0,0,0,0,1,0,0,2
3,7f585b3db353,7f585b3cb9e0,13,1380,0,0,0,0,0,1,0,0,2
2,7f585b3d3f12,0,318,19449,0,0,0,0,0,0,0,0,0
2,7f585b373f51,7f585b373f60,1,3928,0,3,0,0,0,1,0,0,8
2,7f585b3d3708,7f585b3d379d,0,6536,0,6,0,0,0,1,0,0,14
2,7f585b3db34e,0,0,1393,0,0,0,0,0,0,0,0,0
2,7f585b3d3f41,0,2461,17306,0,0,0,0,0,0,0,0,0
3,7f585b3d3f07,7f585b3d3600,1609,18160,0,0,0,0,0,1,0,0,2
3,7f585b3d3746,7f585b39f350,58,901,0,0,0,0,0,1,0,0,2
2,7f585b373f78,7f585b374148,31,3898,0,0,0,0,0,1,0,0,2
2,7f585b3db33d,0,0,1393,0,0,0,0,0,0,0,0,0
1,7f585b3db37d,7f585b391c50,0,1393,0,0,0,0,0,385,0,0,770
3,7f585b3d377d,7f585b391f80,0,959,0,0,0,0,0,411,0,0,822
3,7f585b3d3772,7f585b38d8e0,127,832,0,0,0,0,0,1,0,0,2
2,7f585b373f76,0,1,3928,0,0,0,0,0,0,0,0,0
3,7f585b3db368,7f585b3da900,0,1393,0,0,0,0,0,1,0,0,2
2,7f585b3d336c,7f585b3d33e0,9256,11048,0,0,0,0,0,1,0,0,2
7,7f585b37a325,7f585b391c71,0,1393,0,0,0,0,0,0,0,0,0
2,7f585b373bd8,7f585b373ce8,6,3923,0,3,0,0,0,2,0,0,10
3,7f585b3dbf9e,7f585b3cb7b0,3,310,0,0,0,0,0,1,0,0,2
3,7f585b3dbfdd,7f585b3cb9e0,8,305,0,0,0,0,1,0,0,0,0
2,7f585b373fd7,7f585b373fe7,1,3928,0,0,0,0,0,1,0,0,2
3,7f585b373bca,7f585b465890,0,3929,0,0,0,0,0,1,0,0,2
3,7f585b3d37c6,7f585b3d3320,4216,4816,0,0,0,0,0,1,0,0,2
1,7f585b373bbb,7f585b373931,3305,11612,0,0,0,0,0,1,0,0,2
2,7f585b3d37f8,7f585b3d39b0,3021,16746,1,2,0,0,0,1,0,0,6
3,7f585b3d33fd,7f585b3cbac0,6658,7836,0,0,0,0,0,1,0,0,2
2,7f585b373ffc,7f585b374133,0,3929,0,0,0,0,0,1,0,0,2
2,7f585b373ff6,0,1,3928,0,0,0,0,0,0,0,0,0
2,7f585b3d33f4,7f585b3d3530,2543,6057,1,0,0,0,0,94,0,0,188
3,7f585b3dbfea,7f585b391210,0,313,0,0,0,0,0,1,0,0,2
2,7f585b3d37ea,7f585b3d36b0,565,8466,0,0,0,0,0,1,0,0,2
1,7f585b3dbfef,7f585b3dbdc3,0,313,0,0,0,0,0,1,0,0,2
1,7f585b3dbfac,7f585b3dbdd3,5,308,0,0,0,0,0,1,0,0,2
2,7f585b3d33a2,0,1211,28123,0,0,0,0,0,0,0,0,0
2,7f585b3d33e5,7f585b3d34b8,9844,10460,3,8,0,0,0,1,0,0,18
2,7f585b372078,0,8,5927,0,0,0,0,0,0,0,0,0
2,7f585b37207c,7f585b372080,8,5927,0,0,0,0,0,1,0,0,2
4,7f585b35b834,7f5863b8a260,0,353,0,0,0,0,0,1,0,0,2
4,7f585b35bc24,7f5863c7b670,62,3867,0,0,0,0,0,1,0,0,2
4,7f585b3738ff,7f585b373ba0,4080,19535,0,0,7,30,0,1,0,0,62
1,7f585b37a0fe,7f585b379d55,0,1393,0,0,0,0,0,1,0,0,2
2,7f585b37a4b7,7f585b37a2c1,0,1393,0,0,0,0,0,1,0,0,2
2,7f585b3dacf5,0,0,66,0,0,0,0,0,0,0,0,0
4,7f585b35b8e4,7f5863c78660,1548,2116,0,0,0,0,0,1,0,0,2
3,7f585b3dad18,7f585b3cb7b0,0,313,0,0,0,0,0,1,0,0,2
2,7f585b3da91f,7f585b3dae08,0,1393,0,0,0,0,0,1,0,0,2
3,7f585b3da911,7f585b376140,0,1393,0,0,0,0,0,1,0,0,2
2,7f585b3da94e,0,6,1387,0,0,0,0,0,0,0,0,0
2,7f585b3dad0c,0,0,313,0,0,0,0,0,0,0,0,0
2,7f585b3da941,0,6,1387,0,0,0,0,0,0,0,0,0
2,7f585b3dad04,0,0,313,0,0,0,0,0,0,0,0,0
7,7f585b373979,7f585b3cb7e4,20514,48466,0,0,0,1,0,0,0,0,2
2,7f585b3da972,0,6,1387,0,0,0,0,0,0,0,0,0
3,7f585b3da934,7f585b376130,1,1392,0,0,0,0,0,1,0,0,2
2,7f585b3da969,0,6,1387,0,0,0,0,0,0,0,0,0
1,7f585b3dad28,7f585b3dad8d,30,283,0,0,0,0,0,25,0,0,50
1,7f585b3dad90,7f585b3daa91,6,307,0,0,0,0,0,45,0,0,90
2,7f585b3da995,7f585b3daa80,15,1691,0,3,0,0,0,1,0,0,8
2,7f585b3da9ce,7f585b3daadc,3,1506,0,0,0,0,0,1,0,0,2
2,7f585b3da9c2,7f585b3dab10,9,1500,0,4,0,0,0,124,0,0,256
2,7f585b3dad87,7f585b3db198,0,247,0,0,0,0,0,1,0,0,2
2,7f585b3da984,0,32,1674,0,0,0,0,0,0,0,0,0
7,7f585b3d39f7,7f585b3d3f0c,318,19449,0,0,176,9822,0,0,0,0,19644
2,7f585b3da9ac,7f585b3db12c,0,50,0,0,0,0,0,1,0,0,2
2,7f585b3da9a6,7f585b3da9c0,1,1458,0,1,0,0,0,1,0,0,4
3,7f585b3daa11,7f585b3cb7b0,175,1334,0,0,0,0,0,1,0,0,2
3,7f585b3dae4b,7f585b3cb9e0,1061,332,0,0,0,0,0,1,0,0,2
3,7f585b3dae0e,7f585b3cb7b0,51,1342,0,0,0,0,0,1,0,0,2
3,7f585b3daa4e,7f585b3cb7b0,1,49,0,0,0,0,0,1,0,0,2
2,7f585b3dae42,0,0,1393,0,0,0,0,0,0,0,0,0
2,7f585b3daa42,7f585b3da9c0,0,50,0,0,0,0,0,1,0,0,2
2,7f585b3daa05,7f585b3da980,19,1803,0,0,0,0,0,2,0,0,4
4,7f585b35b644,7f5863b8a850,0,333,0,0,0,0,0,22,0,0,44
7,7f585b3dbe3f,7f585b3daaa0,0,313,0,0,0,313,0,0,0,0,626
2,7f585b3d2676,0,4462,24873,0,0,0,0,0,0,0,0,0
2,7f585b3daa34,7f585b3dacf0,0,116,0,3,0,0,0,1,0,0,8
4,7f585b35b674,7f5863b8bc90,28,875,0,0,0,0,0,1,0,0,2
2,7f585b3d266a,0,4462,24873,0,0,0,0,0,1,0,0,2
2,7f585b3daa63,7f585b3da9c0,0,50,0,0,0,0,0,1,0,0,2
1,7f585b3dae62,7f585b376130,5,1388,0,0,0,0,0,1,0,0,2
2,7f585b3dae21,7f585b3da92f,1,1392,0,0,0,0,0,1,0,0,2
2,7f585b3daa24,7f585b3dae40,0,1509,0,0,0,0,0,6,0,0,12
3,7f585b3daa9b,7f585b3dbd00,3,310,0,0,0,0,0,1,0,0,2
2,7f585b3daade,0,3,1506,0,0,0,0,0,1,0,0,2
2,7f585b37a29e,0,0,1393,0,0,0,0,0,0,0,0,0
3,7f585b3daa93,7f585b376130,6,307,0,0,0,0,1,0,0,0,0
2,7f585b3d26cd,0,11,29323,0,0,0,0,0,0,0,0,0
2,7f585b37a2cd,7f585b37a2da,0,1393,0,0,0,0,0,1,0,0,2
2,7f585b3daa85,7f585b3dad80,0,247,0,0,0,0,0,1,0,0,2
3,7f585b3daaf9,7f585b3dc140,0,1509,0,0,0,0,0,943,0,0,1886
2,7f585b3d26ff,7f585b3d3078,0,535,0,0,0,0,0,1,0,0,2
3,7f585b3d26f3,7f585b3cb9e0,115,420,0,0,0,0,1,9,0,0,18
3,7f585b3daaf1,7f585b376130,1246,263,0,0,0,0,0,1,0,0,2
3,7f585b3d26b6,7f585b3cd290,20632,8168,0,0,0,0,0,1,0,0,2
2,7f585b3daae9,0,3,1506,0,0,0,0,0,0,0,0,0
1,7f585b3daaa8,7f585b3da9f8,0,313,0,0,0,0,0,8,0,0,16
2,7f585b37a2a3,7f585b37a4b0,0,1393,0,0,0,0,0,1,0,0,2
4,7f585b3d36e3,7f585b3d37f0,1610,25566,0,0,0,2086,0,1,0,0,4174
4,7f585b35b6a4,7f5863c7baf0,18028,14233,0,0,0,0,0,1,0,0,2
2,7f585b3dab1a,0,1,1442,0,0,0,0,0,0,0,0,0
7,7f585b3d3f5e,7f585b3d4433,359,19408,0,0,245,8886,0,0,0,0,17772
3,7f585b3dab13,7f585b3cbb90,5,1438,0,0,0,0,0,1,0,0,2
3,7f585b3d2713,7f585b3d3320,264,271,0,0,0,0,1,0,0,0,0
2,7f585b37a30e,0,0,1393,0,0,0,0,0,0,0,0,0
1,7f585b3dab06,7f585b3da9f8,0,1509,0,0,0,0,0,1,0,0,2
2,7f585b3dab28,0,1,1442,0,0,0,0,0,0,0,0,0
2,7f585b3dab2f,7f585b3da9c8,123,1320,0,0,0,0,0,1,0,0,2
3,7f585b3d272f,7f585b39f350,107,428,0,0,0,0,1,0,0,0,0
1,7f585b3d276c,7f585b3d26c0,0,535,0,0,0,0,0,1,0,0,2
3,7f585b3d2763,7f585b39f4b0,0,535,0,0,0,0,0,1,0,0,2
4,7f585b35bb24,7f5863c74c50,697,14220,0,0,0,0,0,1,0,0,2
7,7f585b3d33bf,7f585b3d3690,778,28556,0,0,552,13573,0,0,0,0,27146
2,7f585bacd013,0,559,2520,0,0,0,0,0,0,0,0,0
1,7f585bacd04e,7f585baccff8,538,2541,0,0,0,0,0,1,0,0,2
2,7f585bacd00d,0,357,2722,0,0,0,0,0,0,0,0,0
2,7f585bacd03d,0,266,2813,0,0,0,0,0,0,0,0,0
2,7f585bac5470,0,991,5793,0,0,0,0,0,0,0,0,0
1,7f585b3cdc37,7f585b3cd52b,2228,8099,0,0,0,0,0,1,0,0,2
2,7f585bacd034,0,266,2813,0,0,0,0,0,0,0,0,0
3,7f585b3cdc26,7f585b3cb7b0,2119,8208,0,0,0,0,1,0,0,0,0
3,7f585bac54d3,7f585b4cf870,951,5833,0,0,0,0,0,16,0,0,32
2,7f585bacd091,7f585bacd10a,14722,55704,1,1,0,0,0,1,0,0,4
2,7f585b3cd497,0,1,3928,0,0,0,0,0,0,0,0,0
2,7f585bacd08b,7f585bacd093,23485,53703,0,16,0,0,0,2,0,0,36
2,7f585bacd0c6,7f585bacd120,52,6710,0,0,0,0,0,1274,0,0,2548
2,7f585bac54f9,7f585bac5750,798,5986,0,2,0,0,0,1,0,0,6
2,7f585b3cd4bf,7f585b3cd375,845,3084,0,0,0,0,0,1,0,0,2
2,7f585b3cd4ff,0,2178,8199,0,0,0,0,0,0,0,0,0
2,7f585bacd0bd,0,242,6520,0,0,0,0,0,0,0,0,0
2,7f585bacd0a8,0,242,6520,0,0,0,0,0,0,0,0,0
2,7f585bacd0ee,0,107,6655,0,0,0,0,0,0,0,0,0
7,7f585bacc8ed,7f585b3bf40a,12,301,0,0,0,0,0,0,0,0,0
3,7f585b3cd4ac,7f585b3cb9e0,1323,2606,0,0,0,0,0,21,0,0,42
2,7f585bac54e2,7f585bac5690,813,5971,1,2,0,0,0,36,0,0,76
2,7f585bac5559,7f585bac5780,942,5842,0,2,0,0,0,1,0,0,6
3,7f585b3cd519,7f585b3cb9e0,5665,4712,0,0,0,0,1,0,0,0,0
2,7f585bac551e,0,7,29,0,0,0,0,0,1,0,0,2
2,7f585bac5d52,7f585bac5d68,0,276,0,0,0,0,0,1,0,0,2
3,7f585bac5517,7f585b4d0010,7,29,0,0,0,0,0,1,0,0,2
2,7f585b3cd50b,0,2178,8199,0,0,0,0,0,0,0,0,0
2,7f585bacd108,7f585bacd150,52,6710,0,1,0,0,0,1,0,0,4
1,7f585b3cd54e,7f585b3cd375,1224,9153,0,0,0,0,1,0,0,0,0
2,7f585bac5542,7f585bac56d8,822,5962,0,3,0,0,0,1,0,0,8
3,7f585b3cd542,7f585b38dca0,1339,9038,0,0,0,0,0,1,0,0,2
2,7f585bac5502,7f585bac5600,8,388,0,4,0,0,0,1,0,0,10
1,7f585bacd146,7f585bacd0ec,107,6655,0,0,0,0,0,1,0,0,2
2,7f585bacd17f,0,52,6710,0,0,0,0,0,0,0,0,0
2,7f585bac557e,0,7,29,0,0,0,0,0,0,0,0,0
1,7f585bac517c,7f585bac51a2,0,3534,0,0,0,0,0,1,0,0,2
3,7f585bac5533,7f585b4cf870,2065,4719,0,0,0,0,0,1,0,0,2
2,7f585bacd170,0,52,6710,0,0,0,0,0,0,0,0,0
3,7f585bac5577,7f585b4d0010,14,22,0,0,0,0,0,1,0,0,2
2,7f585bac5d75,0,0,276,0,0,0,0,0,0,0,0,0
2,7f585bacd135,0,52,6710,0,0,0,0,0,0,0,0,0
1,7f585bac552a,7f585bac53d0,7,29,0,0,0,0,0,1,0,0,2
2,7f585bacd12c,0,52,6710,0,0,0,0,0,0,0,0,0
2,7f585bac5163,7f585bac5304,246,10780,0,6,0,0,0,1,0,0,14
2,7f585bac5562,7f585bac5650,8,388,0,1,0,0,0,1,0,0,4
2,7f585b3cd525,7f585b3cdc20,1644,8733,0,1,0,0,0,1,0,0,4
3,7f585bac559a,7f585b4d0070,319,77,0,0,0,0,0,1,0,0,2
2,7f585bacd189,0,52,6710,0,0,0,0,0,0,0,0,0
2,7f585bac5d83,7f585bac5e20,0,276,0,0,0,0,0,1,0,0,2
2,7f585bac51c2,0,0,3534,0,0,0,0,0,0,0,0,0
2,7f585b3cd5fe,0,1,14493,0,0,0,0,0,0,0,0,0
2,7f585bac51be,0,0,3534,0,0,0,0,0,1,0,0,2
2,7f585bac51bc,0,0,3534,0,0,0,0,0,0,0,0,0
3,7f585b3cd5f3,7f585b3ccf80,1,14493,0,0,0,0,0,17,0,0,34
2,7f585bac51f3,7f585bac5201,1528,9498,0,0,0,0,0,1,0,0,2
2,7f585bac51ed,0,0,3534,0,0,0,0,0,0,0,0,0
2,7f585bac55a1,7f585bac5679,1,395,0,1,0,0,0,52,0,0,106
2,7f585bac5e5a,7f585bac5e70,0,276,0,0,0,0,0,1,0,0,2
2,7f585b3cd658,7f585b3cd65e,454,14039,0,0,0,0,0,1,0,0,2
3,7f585b3cd61c,7f585b3cb9e0,6835,7659,0,0,0,0,1,0,0,0,0
3,7f585bac5613,7f585b4d0010,3,357,0,0,0,0,0,1,0,0,2
2,7f585b3cd616,0,1,14493,0,0,0,0,0,0,0,0,0
1,7f585bac5649,7f585bac53d0,4,356,0,0,0,0,0,1,0,0,2
3,7f585bac5e4c,7f585bac5d40,0,276,0,0,0,0,0,1,0,0,2
3,7f585b3cd60c,7f585b3cbac0,8871,5623,0,0,0,0,0,1,0,0,2
3,7f585bac5e41,7f585b5789f0,0,276,0,0,0,0,0,1,0,0,2
3,7f585b3cd604,7f585b3ccf80,1,14493,0,0,0,0,0,1,0,0,2
2,7f585bac5e79,0,0,276,0,0,0,0,0,0,0,0,0
3,7f585b3cd67e,7f585b3cc080,0,14493,0,0,0,0,0,1,0,0,2
2,7f585bac563d,0,1,359,0,0,0,0,0,1,0,0,2
2,7f585bac567c,0,932,5852,0,0,0,0,0,0,0,0,0
2,7f585bac5673,7f585bac558d,21,339,0,0,0,0,0,1,0,0,2
3,7f585bac5636,7f585b4d0070,2,358,0,0,0,0,0,1,0,0,2
3,7f585b3cd62b,7f585b3d4760,7287,7207,0,0,0,0,0,1,0,0,2
2,7f585b3cd668,0,454,14039,0,0,0,0,0,0,0,0,0
2,7f585bac5623,0,1,359,0,0,0,0,0,0,0,0,0
3,7f585bac5663,7f585b4d0010,313,47,0,0,0,0,0,1,0,0,2
2,7f585bac5e99,0,0,276,0,0,0,0,0,0,0,0,0
2,7f585b3edadc,0,235,2459,0,0,0,0,0,0,0,0,0
2,7f585bac56dc,7f585bac5548,8,208,0,0,0,0,0,1,0,0,2
2,7f585bac5694,7f585bac54e8,7,209,0,0,0,0,0,1,0,0,2
2,7f585bac5e8f,0,0,276,0,0,0,0,0,0,0,0,0
2,7f585b3cd2cf,0,14908,13892,0,0,0,0,0,0,0,0,0
2,7f585b3edacf,0,223,2471,0,0,0,0,0,0,0,0,0
1,7f585b3cd683,7f585b3cd375,6620,7873,0,0,0,0,1,0,0,0,0
2,7f585b3edac3,7f585b3edacb,223,2471,0,0,0,0,0,1,0,0,2
1,7f585bac5687,7f585bac5462,991,5793,0,0,0,0,0,1,0,0,2
2,7f585bac5e85,0,0,276,0,0,0,0,0,0,0,0,0
2,7f585b3edaba,7f585b3edb33,273,2594,31,49,0,0,0,1,0,0,100
2,7f585b3cd2f9,7f585b3cd3d0,16145,12655,4,0,0,0,0,8,0,0,16
2,7f585b3edafd,0,229,2343,0,0,0,0,0,0,0,0,0
2,7f585b3edab2,0,274,2593,0,0,0,0,0,0,0,0,0
3,7f585bac5eb7,7f585b596410,12,264,0,0,0,0,9,51,0,0,102
2,7f585bac5ef7,0,0,276,0,0,0,0,0,0,0,0,0
2,7f585b3edaf4,7f585b3edafa,249,2367,1,16,0,0,0,1,0,0,34
2,7f585b3edaef,7f585b3edb60,253,2441,0,1,0,0,0,1,0,0,4
2,7f585bac5eac,0,0,276,0,0,0,0,0,0,0,0,0
3,7f585bac5ea2,7f585babd2a0,17,259,0,0,0,0,0,1,0,0,2
2,7f585b3edae1,7f585b3edb41,242,2452,0,18,0,0,0,1,0,0,38
2,7f585b3edae6,0,6,72,0,0,0,0,0,0,0,0,0
2,7f585b3edaa5,0,274,2593,0,0,0,0,0,0,0,0,0
3,7f585bac5358,7f585b4cf870,942,5842,0,0,0,0,0,1,0,0,2
2,7f585b3edb11,0,221,2161,0,0,0,0,0,1,0,0,2
2,7f585bac5714,7f585bac53b5,1002,5782,0,0,0,0,0,1,0,0,2
1,7f585bac530e,7f585bac51ef,180,7312,0,0,0,0,0,1,0,0,2
2,7f585bac5f00,0,0,276,0,0,0,0,0,0,0,0,0
2,7f585b3edb06,7f585b3edb0c,225,2347,0,8,0,0,0,1,0,0,18
2,7f585b3edb44,7f585b3edaec,253,2363,0,0,0,0,0,1,0,0,2
2,7f585b3edb7a,0,0,78,0,0,0,0,0,0,0,0,0
2,7f585bac5f39,7f585bac5f3e,0,276,0,0,0,0,0,1,0,0,2
1,7f585bac537e,7f585bac5710,818,5966,0,0,0,0,0,10,0,0,20
2,7f585bac537c,0,866,5918,0,0,0,0,0,0,0,0,0
2,7f585b3edb71,0,0,78,0,0,0,0,0,0,0,0,0
1,7f585bac5774,7f585bac53d0,925,5463,0,0,0,0,0,1,0,0,2
2,7f585bac5768,0,785,5603,0,0,0,0,0,0,0,0,0
2,7f585b3edb68,0,0,78,0,0,0,0,0,0,0,0,0
2,7f585b3edb2c,7f585b3edb33,250,2132,0,0,0,0,0,1,0,0,2
2,7f585b3edb22,7f585b3edb22,687,8841,0,6,0,0,0,1,0,0,14
3,7f585bac5761,7f585b4d0020,1474,4914,0,0,0,0,0,1,0,0,2
2,7f585bac53da,7f585bac5530,808,5976,0,0,0,0,0,1,0,0,2
2,7f585bac5798,7f585bac5679,1493,4895,0,0,0,0,0,1,0,0,2
2,7f585bac53d3,0,936,5848,0,0,0,0,0,0,0,0,0
3,7f585bac5791,7f585b4d0020,2184,4204,0,0,0,0,1,0,0,0,0
